question,answer,prediction,p_internal,p_consistency,p_semantic,p_selfeval,num_samples,model
What Michelle Pfeiffer movie got a boost from the Coolio song Gangsta's Paradise?,dangerous minds,"The movie that benefitted from the success of ""Gangsta's Paradise"" by Coolio was ""Dangerous,"" which starred Michelle Pfeiffer and James Woods. The film, released in 1986, became an international sensation thanks to its blend of drama with elements of hip-hop culture, particularly through",0.6376016855239868,0.5426287,0.5426286458969116,0.5,5,Qwen2.5-1.5B
"Also called The Roodee, which, officially, is Britain’s oldest and shortest racecourse?",chester,"The course in question is Donington Park. It was first used as a public meeting place for horse racing in 1824 by Lord Byron and later became known as The Roodee. However, it is now officially referred to as Donington Park. This historic venue has been hosting various races since its inception",0.6192304849624634,0.7477547,0.7477548122406006,0.95,5,Qwen2.5-1.5B
Madeleine Allbright was appointed by Bill Clinton as the USA's first woman to hold what position?,secretary of state,"Attorney General of the United States. Madeleine Allbright was appointed by President Bill Clinton in 1993 and served as the Attorney General from January 20, 1997, until her resignation on August 4, 1998. She became the first woman to serve as",0.7355042934417725,0.83588046,0.8358803987503052,0.5,5,Qwen2.5-1.5B
What famous motorhome brand took its' name from a Midwestern Native American tribe?,winnebago,"TravelZoo is a well-known motorhome brand that takes its name from the Ojibwe people, an indigenous group of North America. The TravelZoo logo features a stylized image of an Ojibwe woman, symbolizing their cultural heritage and identity as a tribe. This branding choice highlights the company",0.5650179207324981,0.5104784,0.5104783773422241,0.85,5,Qwen2.5-1.5B
"In Roman mythology, what was the name of the brother slain by Romulus?",remus,Romulus' brother slain by him was Remus. This is a common myth in Roman legend that explains how Rome came to be founded. The story goes that Romulus and his twin brother Remus were abandoned as infants on the banks of the Tiber River but were later found and raised by a she-wolf.,0.7684881210327148,0.87563264,0.8756325840950012,0.85,5,Qwen2.5-1.5B
Who retired from the ‘Eggheads’ team in May 2014?,daphne fowler,"John Kretchmer

This answer is based on a common knowledge fact about the TV show ""The Eggheads."" John Kretchmer was an actor who played Dr. Robert Johnson, one of the main characters on the show. He left the show at some point after it began airing, and he's believed to have",0.5903853714466095,0.5365215,0.5365215539932251,0.85,5,Qwen2.5-1.5B
'Agar Agar' is a vegetarian alternative to what?,gelatine,'Milk',0.47235035300254824,0.36859956,0.3685995042324066,0.85,5,Qwen2.5-1.5B
Who was Wolfe’s opposing French general who died with him on the Plains of Abraham?,montcalm,"The opposing French general who died alongside Wolfe at the Battle of Quebec (also known as the Plains of Abraham) in 1759 was François-Pierre de Rigaud, vicomte de Vaudreuil. He was a prominent figure in the French military during this conflict and played a significant role in defending",0.7075768232345581,0.7911109,0.7911108732223511,0.83,5,Qwen2.5-1.5B
What is the state capital of Florida?,tallahassee,"The state capital of Florida is Tallahassee. 

To elaborate, Florida is one of the 50 states in the United States and it has a total area of approximately 65,755 square miles (170,312 km²). The state is located on the southeastern coast of",0.7915829181671142,0.8761819,0.8761817812919617,0.85,5,Qwen2.5-1.5B
On which island was the actor Errol Flynn born?,tasmania,"Errol Flynn was born on the island of Samoa, also known as Western Samoa. The island is located in the South Pacific Ocean and is part of a group of islands called the Samoan Islands. It has an area of about 183 square kilometers (71 square miles) and is home to around",0.6435332655906677,0.74561626,0.7456162571907043,0.95,5,Qwen2.5-1.5B
"Taking its name from the Portuguese words for wine and garlic, which hot curry originated in Goa?",vindaloo,"The dish known as ""Goan Chicken Curry"" is said to have been created by a British chef who combined traditional Goan recipes with his own innovative approach. The combination of spices, including those commonly used in Thai cuisine such as lemongrass and galangal, results in a very spicy flavor profile that has",0.5853267312049866,0.8137263,0.8137264251708984,0.85,5,Qwen2.5-1.5B
The nictitating membrane is found on which part of animal’s body?,eye,"The nictitating membrane, also known as the third eyelid or the wet eye, is a transparent flap of skin that can move across the eyes. It's located at the inner corner of the eye and serves several functions:

1. Protecting the cornea: The nictitating membrane helps to protect the eye",0.6794116258621216,0.9177057,0.9177058339118958,0.95,5,Qwen2.5-1.5B
Who writes the scripts for the TV series Downton Abbey?,julian fellowes,"The television series ""Downton Abbey"" is primarily written by the British screenwriter Julian Fellowes. Fellowes also served as the show's executive producer and director, playing a crucial role in shaping the script over multiple seasons. The production team, which includes other writers like Andrew Davies and Mark Williams, collaborates with",0.6272837281227112,0.9154891,0.9154890775680542,0.85,5,Qwen2.5-1.5B
The Walker Art Gallery is in which UK city?,liverpool,"The Walker Art Gallery is located in Liverpool, England. It was founded by Henry Walker and opened its doors to the public on September 21, 1897. The gallery's collection spans over 400 years of art history and features works from various genres including paintings, sculpture, drawings, prints",0.65162672996521,0.91776276,0.9177626371383667,0.95,5,Qwen2.5-1.5B
Who became US President in 1913?,woodrow wilson,Woodrow Wilson became the United States President in 1913.,0.8413219928741456,0.91711247,0.9171124696731567,0.85,5,Qwen2.5-1.5B
Who was the first British Prime Minister born in the 20th Century. Also the only PM to have played 1st class cricket?,alex douglas home,"The first British Prime Minister born in the 20th century and also the only PM to have played First Class Cricket is Winston Churchill.
Winston Churchill, who served as the Prime Minister of the United Kingdom from May 1940 until his resignation in 1945, was indeed the first and",0.7445643067359924,0.8556836,0.8556836247444153,0.83,5,Qwen2.5-1.5B
Scientist Ernest Rutherford once said all science is just what subject while comparing the rest to stamp collection?,physics,Physics.,0.5896766960620881,0.65386885,0.6538687944412231,0.95,5,Qwen2.5-1.5B
James A Michener wrote the stories upon which musical was based?,south pacific,"""Room on the Broom"" by James A. Michener is the story that inspired the musical ""Into the Woods."" The musical, which premiered in 2014 at the Palace Theatre in New York City, draws heavily from several of Michener's historical novels and short stories, including ""The Carpetbag",0.6284533739089966,0.38341308,0.38341307640075684,0.85,5,Qwen2.5-1.5B
Traitor's Gate is part of which building?,tower of london,"Traitor's Gate is a gate in the city walls of York, England. It was built as part of the medieval defensive structures that surrounded the ancient Roman city and later became part of the walls of the English town of York. The gate played a significant role in the city's history, serving as a checkpoint for entering",0.654827868938446,0.705641,0.705640971660614,0.85,5,Qwen2.5-1.5B
Which month of the year came second in the Roman calendar?,april,"September

The month of September is the second month of the Roman calendar, coming after August and before October. It was named after the deity Liber or Libera, who was associated with wine and festivities. The name ""Septem"" (seven) refers to the seven days of creation as recorded by the ancient Egyptians.",0.6302177786827088,0.6865784,0.6865784525871277,0.85,5,Qwen2.5-1.5B
What was said to have been guarded by the Fisher King?,holy grail,"The Grail. 

Explanation: In Arthurian legend, the Fisher King is often depicted as a king who has lost his life and is unable to heal himself due to his wound on his back. The Grail, which is described as an object of great mystical power, is believed to be hidden in or near the",0.6185386300086975,0.36988908,0.3698890805244446,0.85,5,Qwen2.5-1.5B
Who won Celebrity Big Brother in 2011?,paddy doherty,"The winner of Celebrity Big Brother in 2011 was James Buckley. He was one of the contestants who entered the show to compete for a cash prize and other prizes, including being crowned the ""Celebrity Big Brother"" champion. The competition format involves staying at a luxury villa with various challenges throughout the season until",0.6162325859069824,0.77924573,0.7792457342147827,0.85,5,Qwen2.5-1.5B
Who did Simple Simon meet on his way to the fair?,pie man,"Simple Simon met a group of children at the beginning of his journey to the fair. The passage states that ""The little boy was walking along the road, singing and skipping merrily; he had no idea where he was going."" This indicates that before reaching the fair, Simple Simon encountered other people or groups as part",0.5888005137443543,0.717965,0.7179650068283081,0.85,5,Qwen2.5-1.5B
